Species,psychrophilic,mesophilic,thermophilic,aerobe,anaerobe,obligate aerobe,obligate anaerobe,facultative aerobe,facultative anaerobe,microaerophile,aerotolerant
Ruegeria intermedia,1,1,0,,,,,,,,
Ruegeria intermedia,,,,,,,,,,,
Ruegeria intermedia,,,,,,,,,,,
Ruegeria conchae,0,1,1,,,,,,,,
Ruegeria halocynthiae,0,1,0,2,0,0,0,1,0,0,0
Ruegeria marina,0,1,0,,,,,,,,
Ruegeria pomeroyi,0,1,0,,,,,,,,
Urechidicola croceus,1,1,0,,,,,,,,
Propionispora vibrioides,0,1,0,,,,,,,,
Derxia gummosa,0,1,0,,,,,,,,
Paeniglutamicibacter gangotriensis,1,0,0,,,,,,,,
Egibacter rhizosphaerae,0,1,0,2,0,0,0,0,0,0,0
Rhodoligotrophos appendicifer,0,0,1,,,,,,,,
Desulfitobacterium metallireducens,0,1,0,,,,,,,,
Desulfitobacterium hafniense,,,,0,1,0,1,0,0,0,0
Desulfitobacterium dehalogenans,0,1,0,,,,,,,,
Halolactibacillus miurensis,0,1,0,,,,,,,,
Halolactibacillus halophilus,0,1,0,,,,,,,,
Kosmotoga pacifica,0,1,0,,,,,,,,
Kosmotoga arenicorallina,0,0,1,,,,,,,,
Kosmotoga olearia,0,0,1,0,2,0,0,0,0,0,0
Brevibacterium jeotgali,0,1,0,,,,,,,,
Brevibacterium senegalense,0,1,0,,,,,,,,
Brevibacterium yomogidense,0,1,0,,,,,,,,
Brevibacterium siliguriense,0,1,0,,,,,,,,
Brevibacterium sandarakinum,0,1,0,,,,,,,,
Brevibacterium ravenspurgense,0,1,0,,,,,,,,
Brevibacterium album,0,1,0,2,0,0,0,0,0,0,0
Brevibacterium aurantiacum,0,1,0,,,,,,,,
Brevibacterium antiquum,0,1,0,,,,,,,,
Brevibacterium luteolum,0,1,0,,,,,,,,
Brevibacterium paucivorans,0,1,0,,,,,,,,
Brevibacterium mcbrellneri,0,1,0,,,,,,,,
Brevibacterium linens,0,1,0,,,,,,,,
Brevibacterium iodinum,0,1,0,,,,,,,,
Brevibacterium epidermidis,0,1,0,,,,,,,,
Brevibacterium casei,0,1,0,,,,,,,,
Chelatococcus daeguensis,0,1,0,2,0,0,0,0,0,0,0
Chelatococcus sambhunathii,1,1,1,,,,,,,,
Chelatococcus asaccharovorans,1,1,1,,,,,,,,
Lactococcus termiticola,1,1,1,,,,,,,,
Lactococcus reticulitermitis,0,1,1,,,,,,,,
Lactococcus fujiensis,0,1,0,,,,,,,,
Lactococcus chungangensis,1,0,0,0,0,0,0,0,1,1,0
Lactococcus piscium,0,1,0,1,1,0,0,0,0,0,0
Lactococcus raffinolactis,0,1,0,,,,,,,,
Lactococcus plantarum,0,1,0,,,,,,,,
Lactococcus lactis,0,1,0,,,,,,,,
Shimazuella kribbensis,0,1,0,,,,,,,,
Galbibacter marinus,0,1,0,,,,,,,,
Fibrella aestuarina,,,,1,0,0,0,0,1,0,0
Epibacterium ulvae,0,1,0,,,,,,,,
Saccharibacillus kuerlensis,1,1,1,2,0,0,0,0,0,0,0
Saccharibacillus sacchari,0,1,0,0,1,0,0,0,1,0,0
Wenzhouxiangella marina,0,1,0,,,,,,,,
Methanosarcina horonobensis,0,1,0,,,,,,,,
Methanosarcina lacustris,0,1,0,,,,,,,,
Methanosarcina vacuolata,1,1,0,,,,,,,,
Methanosarcina acetivorans,0,1,0,,,,,,,,
Desulfomicrobium orale,0,1,0,,,,,,,,
Desulfomicrobium norvegicum,0,1,0,,,,,,,,
Desulfatibacillum alkenivorans,0,1,0,,,,,,,,
Desulfatibacillum aliphaticivorans,0,1,0,,,,,,,,
Paraclostridium benzoelyticum,,,,0,1,0,1,0,0,0,0
Gracilibacillus kekensis,1,1,1,,,,,,,,
Gracilibacillus ureilyticus,0,1,1,,,,,,,,
Gracilibacillus lacisalsi,0,1,0,1,0,1,0,0,0,0,0
Gracilibacillus halophilus,0,1,1,,,,,,,,
Gracilibacillus boraciitolerans,0,1,0,,,,,,,,
Gracilibacillus dipsosauri,0,1,1,,,,,,,,
Rhodococcus rhodochrous,0,1,0,,,,,,,,
Rhodococcus rhodnii,0,1,0,,,,,,,,
Rhodococcus marinonascens,0,1,0,,,,,,,,
Rhodococcus fascians,1,1,0,,,,,,,,
Rhodococcus erythropolis,0,1,0,,,,,,,,
Rhodococcus hoagii,0,1,0,,,,,,,,
Rhodococcus coprophilus,0,1,0,,,,,,,,
Rhodococcus corynebacterioides,0,1,0,,,,,,,,
Rhodococcus jostii,0,1,0,,,,,,,,
Rhodococcus gordoniae,0,1,0,,,,,,,,
Rhodococcus maanshanensis,0,1,0,,,,,,,,
Rhodococcus erythropolis,0,1,0,,,,,,,,
Rhodococcus pyridinivorans,0,1,0,,,,,,,,
Rhodococcus koreensis,0,1,0,,,,,,,,
Rhodococcus opacus,0,1,0,,,,,,,,
Rhodococcus zopfii,0,1,0,,,,,,,,
Rhodococcus wratislaviensis,0,1,0,,,,,,,,
Rhodococcus opacus,0,1,0,,,,,,,,
Rhodococcus globerulus,0,1,0,,,,,,,,
Rhodococcus defluvii,0,1,0,,,,,,,,
Rhodococcus erythropolis,0,1,0,,,,,,,,
Rhodococcus kyotonensis,0,1,0,,,,,,,,
Rhodococcus opacus,0,1,0,,,,,,,,
Rhodococcus phenolicus,0,1,0,,,,,,,,
Rhodococcus kroppenstedtii,0,1,0,,,,,,,,
Rhodococcus triatomae,0,1,0,2,0,0,0,0,0,0,0
Rhodococcus tukisamuensis,0,1,0,,,,,,,,
Rhodococcus aetherivorans,0,1,0,,,,,,,,
Rhodococcus yunnanensis,0,1,0,2,0,0,0,0,0,0,0
Rhodococcus pyridinivorans,0,1,0,,,,,,,,
Thermodesulforhabdus norvegica,0,1,1,,,,,,,,
Lutimaribacter saemankumensis,0,1,0,2,0,0,0,0,1,0,0
Donghicola eburneus,,,,2,0,0,0,0,0,0,0
Peptoniphilus lacydonensis,,,,,,,,,,,
Peptoniphilus lacydonensis,0,1,0,,,,,,,,
Peptoniphilus duerdenii,0,1,0,0,2,0,0,0,0,0,0
Peptoniphilus timonensis,0,1,0,0,2,0,0,0,0,0,0
Peptoniphilus obesi,0,1,0,,,,,,,,
Peptoniphilus harei,0,1,0,,,,,,,,
Peptoniphilus lacrimalis,0,1,0,0,2,0,0,0,0,0,0
Peptoniphilus indolicus,0,1,0,,,,,,,,
Peptoniphilus asaccharolyticus,,,,0,2,0,0,0,0,0,0
Methermicoccus shengliensis,0,1,0,,,,,,,,
Moorella thermoacetica,0,1,0,,,,,,,,
Moorella mulderi,0,0,1,,,,,,,,
Moorella thermoacetica,,,,,,,,,,,
Moorella thermoacetica,,,,,,,,,,,
Planococcus faecalis,0,1,0,,,,,,,,
Planococcus halocryophilus,1,1,0,,,,,,,,
Planococcus plakortidis,1,1,0,,,,,,,,
Planococcus donghaensis,0,1,0,,,,,,,,
Planococcus maritimus,0,1,0,,,,,,,,
Planococcus rifietoensis,0,1,0,,,,,,,,
Planococcus salinarum,0,1,0,3,0,0,0,0,0,0,0
Planococcus antarcticus,0,1,0,,,,,,,,
Planococcus kocurii,1,1,0,,,,,,,,
Planococcus citreus,0,1,0,,,,,,,,
Pararhodospirillum oryzae,0,1,0,,,,,,,,
Pararhodospirillum photometricum,0,1,0,,,,,,,,
Pseudothermotoga lettingae,1,1,0,,,,,,,,
Kocuria gwangalliensis,1,1,0,,,,,,,,
Kocuria indica,0,1,0,,,,,,,,
Kocuria turfanensis,0,1,0,2,0,0,0,0,0,0,0
Kocuria flava,0,1,0,2,0,0,0,0,0,0,0
Kocuria carniphila,0,1,0,,,,,,,,
Kocuria marina,0,1,0,3,0,0,0,0,0,0,0
Kocuria polaris,1,1,0,,,,,,,,
Kocuria rhizophila,1,1,0,,,,,,,,
Kocuria palustris,0,1,0,,,,,,,,
Kocuria varians,0,1,0,,,,,,,,
Kocuria rosea,0,1,0,,,,,,,,
Magnetococcus marinus,0,1,0,,,,,,,,
Desulfurispirillum indicum,0,1,0,0,1,0,1,0,0,0,0
Kerstersia gyiorum,0,1,0,,,,,,,,
Luteococcus japonicus,0,1,0,,,,,,,,
Micromonospora endolithica,0,1,0,,,,,,,,
Micromonospora auratinigra,0,1,0,,,,,,,,
Micromonospora eburnea,0,1,0,,,,,,,,
Micromonospora chersina,0,1,0,,,,,,,,
Micromonospora nigra,0,1,0,,,,,,,,
Micromonospora olivasterospora,0,1,0,,,,,,,,
Micromonospora purpureochromogenes,0,1,0,,,,,,,,
Micromonospora inositola,0,1,0,,,,,,,,
Micromonospora pallida,0,1,0,,,,,,,,
Micromonospora aurantiaca,0,1,0,,,,,,,,
Micromonospora halophytica,0,1,0,,,,,,,,
Micromonospora rosaria,0,1,0,,,,,,,,
Micromonospora chalcea,0,1,0,,,,,,,,
Micromonospora wenchangensis,0,1,0,,,,,,,,
Micromonospora avicenniae,0,1,0,,,,,,,,
Micromonospora sediminicola,0,1,0,,,,,,,,
Micromonospora zamorensis,0,1,0,,,,,,,,
Micromonospora cremea,0,1,0,,,,,,,,
Micromonospora haikouensis,0,1,0,,,,,,,,
Micromonospora yangpuensis,0,1,0,,,,,,,,
Micromonospora humi,0,1,0,,,,,,,,
Micromonospora rhizosphaerae,0,1,0,,,,,,,,
Micromonospora marina,0,1,0,,,,,,,,
Micromonospora krabiensis,0,1,0,,,,,,,,
Micromonospora pattaloongensis,0,1,0,,,,,,,,
Micromonospora chaiyaphumensis,0,1,0,,,,,,,,
Micromonospora narathiwatensis,0,1,0,,,,,,,,
Micromonospora rifamycinica,0,1,0,,,,,,,,
Micromonospora tulbaghiae,0,1,0,,,,,,,,
Micromonospora coxensis,0,1,0,,,,,,,,
Micromonospora chokoriensis,0,1,0,,,,,,,,
Micromonospora lupini,0,1,0,,,,,,,,
Micromonospora saelicesensis,0,1,0,,,,,,,,
Micromonospora siamensis,0,1,0,,,,,,,,
Micromonospora coriariae,0,1,0,,,,,,,,
Micromonospora viridifaciens,0,1,0,,,,,,,,
Micromonospora peucetia,0,1,0,,,,,,,,
Micromonospora inyonensis,0,1,0,,,,,,,,
Micromonospora echinofusca,0,1,0,,,,,,,,
Micromonospora echinaurantiaca,0,1,0,,,,,,,,
Micromonospora citrea,0,1,0,,,,,,,,
Micromonospora mirobrigensis,0,1,0,,,,,,,,
Micromonospora globispora,0,1,0,,,,,,,,
Micromonospora globbae,0,1,0,2,0,0,0,0,0,0,0
Micromonospora noduli,0,1,0,,,,,,,,
Ignavigranum ruoffiae,0,1,0,0,0,0,0,0,1,2,0
Desulfovirgula thermocuniculi,0,1,1,,,,,,,,
Gulbenkiania mobilis,0,0,1,1,0,0,0,1,0,0,0
Gulbenkiania indica,0,1,0,,,,,,,,
Desulfofarcimen acetoxidans,0,1,0,,,,,,,,
Pararhodobacter aggregans,0,1,0,,,,,,,,
Actibacterium ureilyticum,0,1,0,,,,,,,,
Actibacterium mucosum,0,1,0,,,,,,,,
Aequorivita vladivostokensis,0,1,0,,,,,,,,
Aequorivita viscosa,0,1,0,,,,,,,,
Aequorivita capsosiphonis,0,1,0,2,0,0,0,0,0,0,0
Aequorivita sublithincola,0,1,0,,,,,,,,
Kingella negevensis,1,0,0,1,0,0,0,0,1,1,0
Kingella oralis,0,1,0,1,0,0,0,0,0,2,0
Kingella denitrificans,0,1,0,,,,,,,,
Kingella kingae,0,1,0,,,,,,,,
Sporobacter termitidis,0,1,0,,,,,,,,
Pediococcus argentinicus,,,,2,0,0,0,0,0,1,0
Pediococcus ethanolidurans,0,1,1,,,,,,,,
Pediococcus stilesii,0,1,0,1,1,0,0,0,0,2,0
Pediococcus cellicola,0,1,0,0,0,0,0,0,1,1,0
Pediococcus claussenii,0,1,0,,,,,,,,
Pediococcus pentosaceus,0,1,0,0,1,0,0,0,0,1,0
Pediococcus parvulus,0,1,0,,,,,,,,
Pediococcus inopinatus,0,1,0,1,1,0,0,0,0,0,0
Pediococcus damnosus,0,1,0,0,1,0,0,0,0,1,0
Pediococcus acidilactici,0,1,0,0,1,0,0,0,0,1,0
Roseicyclus mahoneyensis,0,1,0,,,,,,,,
Pacificibacter maritimus,0,1,0,,,,,,,,
Pacificibacter marinus,0,1,0,3,0,0,0,0,0,0,0
Thaumasiovibrio subtropicus,0,1,0,,,,,,,,
Thaumasiovibrio occultus,0,1,0,,,,,,,,
Basfia succiniciproducens,0,1,0,1,0,0,0,0,1,1,0
Halobaculum gomorrense,0,1,1,,,,,,,,
Dermabacter jinjuensis,0,1,0,,,,,,,,
Dermabacter vaginalis,0,1,0,1,0,0,0,0,1,0,0
Dermabacter hominis,0,1,0,,,,,,,,
Leeuwenhoekiella blandensis,0,1,0,2,0,0,0,0,0,0,0
Leeuwenhoekiella palythoae,0,1,0,,,,,,,,
Leeuwenhoekiella marinoflava,0,1,0,,,,,,,,
Fulvimarina manganoxydans,1,1,0,,,,,,,,
Fulvimarina pelagi,,,,2,0,0,0,0,0,0,0
Rudaea cellulosilytica,0,0,0,,,,,,,,
Pulveribacter suum,0,1,0,,,,,,,,
Polaromonas glacialis,0,1,0,,,,,,,,
Polaromonas jejuensis,1,1,0,,,,,,,,
Polaromonas naphthalenivorans,1,1,0,2,0,0,0,0,0,0,0
Alloscardovia macacae,0,1,0,0,1,0,1,0,0,0,0
Alloscardovia omnicolens,,,,0,1,0,0,0,1,1,0
Alloscardovia criceti,0,1,0,,,,,,,,
Parafilimonas terrae,0,1,0,,,,,,,,
Aminiphilus circumscriptus,,,,0,2,0,0,0,0,0,0
Thiocapsa marina,,,,1,1,0,0,0,0,0,0
Thiocapsa roseopersicina,0,1,0,,,,,,,,
Hahella chejuensis,0,0,1,,,,,,,,
Hahella ganghwensis,,,,2,0,0,0,0,0,0,0
Methanoregula formicica,0,1,0,0,2,0,0,0,0,0,0
Methanoregula boonei,0,1,0,0,2,0,0,0,0,0,0
Hafnia alvei,0,1,0,,,,,,,,
Kiloniella majae,0,1,0,,,,,,,,
Kiloniella laminariae,0,1,0,,,,,,,,
Macrococcus canis,,,,1,0,0,0,0,1,0,0
Mesorhizobium temperatum,,,,,,,,,,,
Mesorhizobium ephedrae,,,,2,0,0,0,0,0,0,0
Mesorhizobium sanjuanii,0,1,0,,,,,,,,
Mesorhizobium wenxiniae,1,1,0,,,,,,,,
Mesorhizobium ciceri,1,1,1,,,,,,,,
Mesorhizobium sophorae,0,1,0,,,,,,,,
Mesorhizobium helmanticense,1,1,0,,,,,,,,
Mesorhizobium ciceri,0,1,0,,,,,,,,
Mesorhizobium temperatum,0,1,0,,,,,,,,
Mesorhizobium qingshengii,0,1,0,,,,,,,,
Mesorhizobium muleiense,0,1,0,,,,,,,,
Mesorhizobium tamadayense,0,1,0,,,,,,,,
Mesorhizobium albiziae,0,1,0,,,,,,,,
Mesorhizobium amorphae,0,1,0,,,,,,,,
Mesorhizobium plurifarium,0,1,0,,,,,,,,
Mesorhizobium mediterraneum,0,1,0,,,,,,,,
Mesorhizobium huakuii,0,1,0,,,,,,,,
Mesorhizobium loti,0,1,0,,,,,,,,
Tenuibacillus multivorans,0,1,0,,,,,,,,
Singulisphaera acidiphila,0,1,0,2,0,0,0,0,0,2,0
Dermacoccus nishinomiyaensis,0,1,0,,,,,,,,
Filimonas lacunae,0,1,0,,,,,,,,
Rhodoplanes elegans,0,1,0,,,,,,,,
Rhodoplanes roseus,0,1,0,0,2,0,0,0,0,0,0
Salinivibrio kushneri,0,1,0,,,,,,,,
Salinivibrio siamensis,0,1,0,,,,,,,,
Salinivibrio proteolyticus,0,1,0,,,,,,,,
Occallatibacter savannae,0,1,0,,,,,,,,
Planktotalea arctica,0,1,0,,,,,,,,
Planktotalea frisia,1,0,0,,,,,,,,
Nonomuraea zeae,0,1,0,,,,,,,,
Nonomuraea gerenzanensis,0,1,0,,,,,,,,
Nonomuraea indica,0,1,0,,,,,,,,
Nonomuraea fuscirosea,0,1,0,,,,,,,,
Nonomuraea maritima,0,1,0,,,,,,,,
Nonomuraea jiangxiensis,0,1,0,,,,,,,,
Nonomuraea wenchangensis,0,1,0,,,,,,,,
Nonomuraea coxensis,0,1,0,,,,,,,,
Nonomuraea candida,0,1,0,,,,,,,,
Nonomuraea dietziae,0,1,0,,,,,,,,
Nonomuraea solani,0,1,0,,,,,,,,
Nonomuraea polychroma,0,1,0,,,,,,,,
Nonomuraea pusilla,0,1,0,,,,,,,,
Yangia pacifica,0,1,0,,,,,,,,
Palleronia abyssalis,0,1,0,,,,,,,,
Palleronia marisminoris,0,1,0,,,,,,,,
Solobacterium moorei,0,1,0,,,,,,,,
Actinoallomurus bryophytorum,0,1,0,,,,,,,,
Leptospira biflexa,1,1,0,,,,,,,,
Leptospira yanagawae,0,1,0,,,,,,,,
Leptospira broomii,0,1,0,,,,,,,,
Cryptosporangium arvum,0,1,0,,,,,,,,
Cryptosporangium aurantiacum,0,1,0,,,,,,,,
Tomitella biformata,0,1,0,,,,,,,,
Faecalitalea cylindroides,0,1,0,,,,,,,,
Chania multitudinisentens,0,0,1,,,,,,,,
Lewinella marina,0,1,0,,,,,,,,
Lewinella xylanilytica,0,1,0,,,,,,,,
Lewinella agarilytica,0,1,0,2,0,0,0,0,0,0,0
Lewinella persica,0,1,0,,,,,,,,
Shuttleworthia satelles,1,1,0,0,2,0,0,0,0,0,0
Pyrococcus horikoshii,0,0,0,,,,,,,,
Pyrococcus furiosus,0,0,0,,,,,,,,
Muribaculum intestinale,0,1,0,0,2,0,0,0,0,0,0
Thiolinea disciformis,1,0,0,,,,,,,,
Acidaminobacter hydrogenoformans,0,1,0,,,,,,,,
Fontibacillus panacisegetis,,,,1,0,0,0,0,1,0,0
Advenella mimigardefordensis,0,1,0,,,,,,,,
Advenella kashmirensis,0,1,0,,,,,,,,
Pleomorphomonas carboxyditropha,0,1,0,,,,,,,,
Pleomorphomonas koreensis,,,,,,,,,,,
Pleomorphomonas koreensis,0,1,0,2,0,0,0,0,0,0,0
Pleomorphomonas oryzae,0,1,0,,,,,,,,
Celeribacter indicus,0,1,0,,,,,,,,
Celeribacter baekdonensis,,,,2,1,0,0,0,0,0,0
Celeribacter halophilus,0,1,0,,,,,,,,
Celeribacter neptunius,0,1,0,,,,,,,,
Pseudonocardia sediminis,0,1,0,,,,,,,,
Pseudonocardia acaciae,0,1,0,,,,,,,,
Pseudonocardia endophytica,0,1,0,2,0,0,0,0,0,0,0
Pseudonocardia oroxyli,0,1,0,,,,,,,,
Pseudonocardia ammonioxydans,0,1,0,2,0,0,0,0,0,0,0
Pseudonocardia dioxanivorans,0,1,0,,,,,,,,
Pseudonocardia spinosispora,0,1,0,,,,,,,,
Pseudonocardia sulfidoxydans,0,1,0,,,,,,,,
Pseudonocardia asaccharolytica,0,1,0,,,,,,,,
Pseudonocardia alni,0,1,0,,,,,,,,
Pseudonocardia thermophila,0,1,0,,,,,,,,
Pseudonocardia hydrocarbonoxydans,0,1,0,,,,,,,,
Pseudonocardia autotrophica,0,1,0,,,,,,,,
Ahrensia marina,0,1,0,,,,,,,,
Ahrensia kielensis,0,1,0,,,,,,,,
Marinithermus hydrothermalis,0,1,0,,,,,,,,
Tetragenococcus muriaticus,0,1,0,,,,,,,,
Tetragenococcus solitarius,0,1,0,0,1,0,0,0,0,1,0
Glycomyces xiaoerkulensis,,,,2,0,0,0,0,0,0,0
Glycomyces paridis,0,1,0,2,0,0,0,0,0,0,0
Glycomyces artemisiae,0,1,0,,,,,,,,
Glycomyces fuscus,0,1,0,,,,,,,,
Glycomyces sambucus,0,1,0,,,,,,,,
Glycomyces arizonensis,0,1,0,,,,,,,,
Glycomyces tenuis,0,1,0,,,,,,,,
Glycomyces harbinensis,0,1,0,,,,,,,,
Woodsholea maritima,0,1,0,,,,,,,,
Pseudooceanicola atlanticus,0,1,0,,,,,,,,
Pseudooceanicola nitratireducens,0,1,0,,,,,,,,
Pseudooceanicola marinus,0,1,0,,,,,,,,
Pseudooceanicola nanhaiensis,0,1,0,,,,,,,,
Pseudooceanicola batsensis,0,1,0,,,,,,,,
Amphritea japonica,1,0,0,,,,,,,,
Amphritea atlantica,1,0,0,,,,,,,,
Hyunsoonleella jejuensis,0,1,0,2,0,0,0,0,0,0,0
Thermoactinospora rubra,0,1,0,,,,,,,,
Halotalea alkalilenta,0,1,0,,,,,,,,
Nereida ignava,0,1,0,2,0,0,0,0,0,0,0
Thermococcus paralvinellae,0,0,0,,,,,,,,
Thermococcus gammatolerans,0,0,0,,,,,,,,
Thermococcus sibiricus,0,0,0,,,,,,,,
Thermococcus zilligii,0,0,0,,,,,,,,
Thermococcus guaymasensis,0,0,0,,,,,,,,
Thermococcus litoralis,0,0,1,,,,,,,,
Aggregatibacter aphrophilus,0,0,0,,,,,,,,
Aggregatibacter segnis,0,1,0,0,0,0,0,0,0,2,0
Aggregatibacter actinomycetemcomitans,0,1,0,0,0,0,0,0,0,2,0
Aggregatibacter kilianii,0,1,0,,,,,,,,
Crenobacter luteus,0,1,0,,,,,,,,
Flectobacillus major,0,1,0,,,,,,,,
Hoeflea olei,0,1,0,,,,,,,,
Hoeflea marina,0,1,0,,,,,,,,
Nitrosospira lacus,0,1,0,,,,,,,,
Oribacterium asaccharolyticum,,,,0,2,0,0,0,0,0,0
Oribacterium parvum,0,1,0,0,2,0,0,0,0,0,0
Oribacterium sinus,0,1,0,0,3,0,0,0,0,0,0
Methanobacterium paludis,0,0,1,,,,,,,,
Methanobacterium lacus,0,1,0,,,,,,,,
Methanobacterium arcticum,0,1,1,0,2,0,0,0,0,0,0
Methanobacterium veterum,0,1,0,0,2,0,0,0,0,0,0
Streptococcus australis,,,,0,0,0,0,0,0,2,0
Streptococcus orisratti,0,1,0,0,0,0,0,0,0,2,0
Streptococcus didelphis,0,1,0,1,1,0,0,0,0,1,0
Streptococcus lutetiensis,0,1,0,,,,,,,,
Streptococcus sinensis,0,1,0,,,,,,,,
Streptococcus entericus,0,1,0,,,,,,,,
Streptococcus peroris,0,1,0,0,0,0,0,0,0,2,0
Streptococcus infantis,0,1,0,0,0,0,0,0,0,2,0
Streptococcus thoraltensis,0,1,0,,,,,,,,
Streptococcus hyovaginalis,0,1,0,,,,,,,,
Streptococcus suis,0,1,0,1,1,0,0,0,0,1,0
Streptococcus cristatus,0,1,0,,,,,,,,
Streptococcus vestibularis,0,1,0,0,0,0,0,0,0,2,0
Streptococcus downei,0,1,0,,,,,,,,
Streptococcus parasanguinis,0,1,0,0,0,0,0,0,0,2,0
Streptococcus gordonii,0,1,0,,,,,,,,
Streptococcus parauberis,0,1,0,,,,,,,,
Streptococcus uberis,0,1,0,,,,,,,,
Streptococcus sobrinus,0,1,0,,,,,,,,
Streptococcus sanguinis,0,1,0,,,,,,,,
Streptococcus ratti,0,1,0,,,,,,,,
Streptococcus pyogenes,0,1,0,,,,,,,,
Streptococcus porcinus,0,1,0,,,,,,,,
Streptococcus pneumoniae,0,1,0,0,0,0,0,0,0,2,0
Streptococcus mutans,0,1,0,,,,,,,,
Streptococcus mitis,0,1,0,0,0,0,0,0,0,2,0
Streptococcus macacae,0,1,0,,,,,,,,
Streptococcus intermedius,0,1,0,,,,,,,,
Streptococcus iniae,0,1,0,1,0,0,0,0,0,1,0
Streptococcus ferus,0,1,0,,,,,,,,
Streptococcus equinus,0,1,0,,,,,,,,
Streptococcus criceti,0,1,0,,,,,,,,
Streptococcus canis,0,1,0,,,,,,,,
Streptococcus alactolyticus,0,1,0,,,,,,,,
Streptococcus agalactiae,0,1,0,1,0,0,0,0,0,2,0
Streptococcus acidominimus,0,1,0,1,0,0,0,0,0,1,0
Streptococcus marmotae,1,1,1,,,,,,,,
Streptococcus halotolerans,1,1,0,,,,,,,,
Streptococcus orisasini,0,1,0,0,0,0,0,0,1,1,0
Streptococcus hongkongensis,0,1,0,0,0,0,0,0,1,2,0
Streptococcus troglodytae,0,1,0,0,0,0,0,0,1,2,0
Streptococcus porci,0,1,0,0,0,0,0,0,1,2,0
Streptococcus merionis,0,1,0,0,0,0,0,0,1,2,0
Streptococcus plurextorum,0,1,0,0,0,0,0,0,1,2,0
Streptococcus henryi,0,1,0,0,0,0,0,0,1,2,0
Streptococcus caballi,0,1,0,0,0,0,0,0,1,2,0
Streptococcus ictaluri,0,1,0,2,0,0,0,0,0,0,0
Streptococcus marimammalium,0,1,0,0,0,0,0,0,1,1,0
Streptococcus devriesei,0,1,0,0,0,0,0,0,0,2,0
Streptococcus pseudopneumoniae,0,1,0,0,0,0,0,0,0,2,0
Streptococcus massiliensis,0,1,0,0,1,0,0,0,1,2,0
Streptococcus pseudoporcinus,0,1,0,,,,,,,,
Streptococcus castoreus,0,1,0,0,1,0,0,0,1,1,0
Streptococcus minor,0,1,0,2,0,0,0,0,0,1,0
Streptococcus urinalis,0,1,0,,,,,,,,
Streptococcus ovis,0,1,0,,,,,,,,
Streptococcus pluranimalium,0,1,0,0,0,0,0,0,0,2,0
Streptococcus ruminantium,0,1,0,,,,,,,,
Streptococcus pantholopis,0,1,0,,,,,,,,
Streptococcus azizii,1,1,1,,,,,,,,
Streptococcus bovimastitidis,0,1,0,,,,,,,,
Gracilimonas tropica,0,1,0,,,,,,,,
Mesonia phycicola,0,1,0,2,0,0,0,0,0,0,0
Mesonia mobilis,0,1,0,,,,,,,,
Streptomyces ambofaciens,0,1,0,,,,,,,,
Streptomyces pathocidini,0,1,0,,,,,,,,
Streptomyces albulus,0,1,0,,,,,,,,
Streptomyces albogriseolus,0,1,0,,,,,,,,
Streptomyces alboflavus,0,1,0,,,,,,,,
Streptomyces albidoflavus,0,1,0,,,,,,,,
Streptomyces afghaniensis,0,1,0,,,,,,,,
Streptomyces violaceoruber,0,1,0,,,,,,,,
Streptomyces clavuligerus,0,1,0,,,,,,,,
Streptomyces virginiae,0,1,0,,,,,,,,
Streptomyces chromofuscus,0,1,0,,,,,,,,
Streptomyces chattanoogensis,0,1,0,,,,,,,,
Streptomyces chartreusis,0,1,0,,,,,,,,
Streptomyces cellulosae,0,1,0,,,,,,,,
Streptomyces celluloflavus,0,1,0,,,,,,,,
Streptomyces cellostaticus,0,1,0,,,,,,,,
Streptomyces catenulae,0,1,0,,,,,,,,
Streptomyces canus,0,1,0,,,,,,,,
Streptomyces caelestis,0,1,0,,,,,,,,
Streptomyces brasiliensis,0,1,0,,,,,,,,
Streptomyces bottropensis,0,1,0,,,,,,,,
Streptomyces blastmyceticus,0,1,0,,,,,,,,
Streptomyces bikiniensis,0,1,0,,,,,,,,
Streptomyces azureus,0,1,0,,,,,,,,
Streptomyces aureus,0,1,0,,,,,,,,
Streptomyces aureocirculatus,0,1,0,,,,,,,,
Streptomyces aurantiacus,0,1,0,,,,,,,,
Streptomyces atroolivaceus,0,1,0,,,,,,,,
Streptomyces anulatus,0,1,0,,,,,,,,
Streptomyces fragilis,0,1,0,,,,,,,,
Streptomyces fradiae,0,1,0,,,,,,,,
Streptomyces flavovirens,0,1,0,,,,,,,,
Streptomyces flavidovirens,0,1,0,,,,,,,,
Streptomyces flaveolus,0,1,0,,,,,,,,
Streptomyces flaveolus,0,1,0,,,,,,,,
Streptomyces fimbriatus,0,1,0,,,,,,,,
Streptomyces filamentosus,0,1,0,,,,,,,,
Streptomyces exfoliatus,0,1,0,,,,,,,,
Streptomyces durhamensis,0,1,0,,,,,,,,
Streptomyces diastatochromogenes,0,1,0,,,,,,,,
Streptomyces cyaneofuscatus,0,1,0,,,,,,,,
Streptomyces curacoi,1,1,0,,,,,,,,
Streptomyces corchorusii,0,1,0,,,,,,,,
Streptomyces collinus,0,1,0,,,,,,,,
Streptomyces hirsutus,0,1,0,,,,,,,,
Streptomyces halstedii,0,1,0,,,,,,,,
Streptomyces griseoviridis,0,1,0,,,,,,,,
Streptomyces griseorubiginosus,0,1,0,,,,,,,,
Streptomyces griseoruber,0,1,0,,,,,,,,
